
   Spacecraft1.ElapsedTime     AngVelChile       AngVelPalma       AngVelHawaii       AngVelSALT        AngVelDAG
           0.066666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.068055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.069444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.070833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.072222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.073611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.075000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.076388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.077777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.079166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.080555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.081944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.083333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.084722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.086111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.087500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.088888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.090277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.091666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.093055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.094444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.095833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.097222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.098611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.100000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.101388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.102777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.104166667          25.715000403       0.000000000       0.000000000       0.000000000       0.000000000
           0.105555556          25.766690990       0.000000000       0.000000000       0.000000000       0.000000000
           0.106944444          25.816660235       0.000000000       0.000000000       0.000000000       0.000000000
           0.108333333          25.864847222       0.000000000       0.000000000       0.000000000       0.000000000
           0.109722222          25.911187562       0.000000000       0.000000000       0.000000000       0.000000000
           0.111111111          25.955613237       0.000000000       0.000000000       0.000000000       0.000000000
           0.112500000          25.998052550       0.000000000       0.000000000       0.000000000       0.000000000
           0.113888889          26.038430144       0.000000000       0.000000000       0.000000000       0.000000000
           0.115277778          26.076667230       0.000000000       0.000000000       0.000000000       0.000000000
           0.116666667          26.112681980       0.000000000       0.000000000       0.000000000       0.000000000
           0.118055556          26.146390138       0.000000000       0.000000000       0.000000000       0.000000000
           0.119444444          26.177705825       0.000000000       0.000000000       0.000000000       0.000000000
           0.120833333          26.206542581       0.000000000       0.000000000       0.000000000       0.000000000
           0.122222222          26.232814599       0.000000000       0.000000000       0.000000000       0.000000000
           0.123611111          26.256438148       0.000000000       0.000000000       0.000000000       0.000000000
           0.125000000          26.277333136       0.000000000       0.000000000       0.000000000       0.000000000
           0.126388889          26.295424769       0.000000000       0.000000000       0.000000000       0.000000000
           0.127777778          26.310645230       0.000000000       0.000000000       0.000000000       0.000000000
           0.129166667          26.322935318       0.000000000       0.000000000       0.000000000       0.000000000
           0.130555556          26.332245950       0.000000000       0.000000000       0.000000000       0.000000000
           0.131944444          26.338539477       0.000000000       0.000000000       0.000000000       0.000000000
           0.133333333          26.341790712       0.000000000       0.000000000       0.000000000       0.000000000
           0.134722222          26.341987639       0.000000000       0.000000000       0.000000000       0.000000000
           0.136111111          26.339131743       0.000000000       0.000000000       0.000000000       0.000000000
           0.137500000          26.333237961       0.000000000       0.000000000       0.000000000       0.000000000
           0.138888889          26.324334233       0.000000000       0.000000000       0.000000000       0.000000000
           0.140277778          26.312460704       0.000000000       0.000000000       0.000000000       0.000000000
           0.141666667          26.297668600       0.000000000       0.000000000       0.000000000       0.000000000
           0.143055556          26.280018863       0.000000000       0.000000000       0.000000000       0.000000000
           0.144444444          26.259580589       0.000000000       0.000000000       0.000000000       0.000000000
           0.145833333          26.236429378       0.000000000       0.000000000       0.000000000       0.000000000
           0.147222222          26.210645648       0.000000000       0.000000000       0.000000000       0.000000000
           0.148611111          26.182313001       0.000000000       0.000000000       0.000000000       0.000000000
           0.150000000          26.151516691       0.000000000       0.000000000       0.000000000       0.000000000
           0.151388889          26.118342253       0.000000000       0.000000000       0.000000000       0.000000000
           0.152777778          26.082874323       0.000000000       0.000000000       0.000000000       0.000000000
           0.154166667          26.045195666       0.000000000       0.000000000       0.000000000       0.000000000
           0.155555556          26.005386425       0.000000000       0.000000000       0.000000000       0.000000000
           0.156944444          25.963523579       0.000000000       0.000000000       0.000000000       0.000000000
           0.158333333          25.919680609       0.000000000       0.000000000       0.000000000       0.000000000
           0.159722222          25.873927326       0.000000000       0.000000000       0.000000000       0.000000000
           0.161111111          25.826329868       0.000000000       0.000000000       0.000000000       0.000000000
           0.162500000          25.776950806       0.000000000       0.000000000       0.000000000       0.000000000
           0.163888889          25.725849356       0.000000000       0.000000000       0.000000000       0.000000000
           0.165277778          25.673081656       0.000000000       0.000000000       0.000000000       0.000000000
           0.166666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.168055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.169444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.170833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.172222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.173611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.175000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.176388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.177777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.179166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.180555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.181944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.183333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.184722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.186111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.187500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.188888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.190277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.191666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.193055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.194444444           0.000000000      24.041884264       0.000000000       0.000000000       0.000000000
           0.195833333           0.000000000      24.097319753       0.000000000       0.000000000       0.000000000
           0.197222222           0.000000000      24.151451790       0.000000000       0.000000000       0.000000000
           0.198611111           0.000000000      24.204233529       0.000000000       0.000000000       0.000000000
           0.200000000           0.000000000      24.255617048       0.000000000       0.000000000       0.000000000
           0.201388889           0.000000000      24.305553257       0.000000000       0.000000000       0.000000000
           0.202777778           0.000000000      24.353991816       0.000000000       0.000000000       0.000000000
           0.204166667           0.000000000      24.400881074       0.000000000       0.000000000       0.000000000
           0.205555556           0.000000000      24.446168031       0.000000000       0.000000000       0.000000000
           0.206944444           0.000000000      24.489798334       0.000000000       0.000000000       0.000000000
           0.208333333           0.000000000      24.531716305       0.000000000       0.000000000       0.000000000
           0.209722222           0.000000000      24.571865030       0.000000000       0.000000000       0.000000000
           0.211111111           0.000000000      24.610186492       0.000000000       0.000000000       0.000000000
           0.212500000           0.000000000      24.646621765       0.000000000       0.000000000       0.000000000
           0.213888889           0.000000000      24.681111288       0.000000000       0.000000000       0.000000000
           0.215277778           0.000000000      24.713595188       0.000000000       0.000000000       0.000000000
           0.216666667           0.000000000      24.744013695       0.000000000       0.000000000       0.000000000
           0.218055556           0.000000000      24.772307616       0.000000000       0.000000000       0.000000000
           0.219444444           0.000000000      24.798418873       0.000000000       0.000000000       0.000000000
           0.220833333           0.000000000      24.822291108       0.000000000       0.000000000       0.000000000
           0.222222222           0.000000000      24.843870327       0.000000000       0.000000000       0.000000000
           0.223611111           0.000000000      24.863105578       0.000000000       0.000000000       0.000000000
           0.225000000           0.000000000      24.879949642       0.000000000       0.000000000       0.000000000
           0.226388889           0.000000000      24.894359727       0.000000000       0.000000000       0.000000000
           0.227777778           0.000000000      24.906298119       0.000000000       0.000000000       0.000000000
           0.229166667           0.000000000      24.915732801       0.000000000       0.000000000       0.000000000
           0.230555556           0.000000000      24.922637987       0.000000000       0.000000000       0.000000000
           0.231944444           0.000000000      24.926994576       0.000000000       0.000000000       0.000000000
           0.233333333           0.000000000      24.928790491       0.000000000       0.000000000       0.000000000
           0.234722222           0.000000000      24.928020901       0.000000000       0.000000000       0.000000000
           0.236111111           0.000000000      24.924688305       0.000000000       0.000000000       0.000000000
           0.237500000           0.000000000      24.918802493       0.000000000       0.000000000       0.000000000
           0.238888889           0.000000000      24.910380370       0.000000000       0.000000000       0.000000000
           0.240277778           0.000000000      24.899445646       0.000000000       0.000000000       0.000000000
           0.241666667           0.000000000      24.886028433       0.000000000       0.000000000       0.000000000
           0.243055556           0.000000000      24.870164721       0.000000000       0.000000000       0.000000000
           0.244444444           0.000000000      24.851895797       0.000000000       0.000000000       0.000000000
           0.245833333           0.000000000      24.831267593       0.000000000       0.000000000       0.000000000
           0.247222222           0.000000000      24.808330007       0.000000000       0.000000000       0.000000000
           0.248611111           0.000000000      24.783136209       0.000000000       0.000000000       0.000000000
           0.250000000           0.000000000      24.755741952       0.000000000       0.000000000       0.000000000
           0.251388889           0.000000000      24.726204916       0.000000000       0.000000000       0.000000000
           0.252777778           0.000000000      24.694584088       0.000000000       0.000000000       0.000000000
           0.254166667           0.000000000      24.660939201       0.000000000       0.000000000       0.000000000
           0.255555556           0.000000000      24.625330231       0.000000000       0.000000000       0.000000000
           0.256944444           0.000000000      24.587816968       0.000000000       0.000000000       0.000000000
           0.258333333           0.000000000      24.548458657       0.000000000       0.000000000       0.000000000
           0.259722222           0.000000000      24.507313710       0.000000000       0.000000000       0.000000000
           0.261111111           0.000000000      24.464439485       0.000000000      22.788774682       0.000000000
           0.262500000           0.000000000      24.419892130       0.000000000      22.844714532       0.000000000
           0.263888889           0.000000000      24.373726487       0.000000000      22.899625846       0.000000000
           0.265277778           0.000000000      24.325996036       0.000000000      22.953467548       0.000000000
           0.266666667           0.000000000      24.276752895       0.000000000       0.000000000       0.000000000
           0.268055556           0.000000000      24.226047845       0.000000000       0.000000000       0.000000000
           0.269444444           0.000000000      24.173930387       0.000000000       0.000000000       0.000000000
           0.270833333           0.000000000      24.120448816       0.000000000       0.000000000       0.000000000
           0.272222222           0.000000000      24.065650312       0.000000000       0.000000000       0.000000000
           0.273611111           0.000000000      24.009581038       0.000000000       0.000000000       0.000000000
           0.275000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.276388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.277777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.279166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.280555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.281944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.283333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.284722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.286111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.287500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.288888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.290277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.291666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.293055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.294444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.295833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.297222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.298611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.300000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.301388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.302777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.304166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.305555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.306944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.308333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.309722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.311111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.312500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.313888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.315277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.316666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.318055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.319444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.320833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.322222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.323611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.325000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.326388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.327777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.329166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.330555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.331944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.333333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.334722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.336111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.337500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.338888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.340277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.341666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.343055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.344444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.345833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.347222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.348611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.350000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.351388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.352777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.354166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.355555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.356944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.358333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.359722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.361111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.362500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.363888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.365277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.366666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.368055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.369444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.370833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.372222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.373611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.375000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.376388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.377777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.379166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.380555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.381944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.383333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.384722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.386111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.387500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.388888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.390277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.391666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.393055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.394444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.395833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.397222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.398611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.400000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.401388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.402777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.404166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.405555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.406944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.408333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.409722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.411111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.412500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.413888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.415277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.416666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.418055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.419444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.420833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.422222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.423611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.425000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.426388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.427777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.429166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.430555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.431944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.433333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.434722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.436111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.437500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.438888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.440277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.441666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.443055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.444444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.445833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.447222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.448611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.450000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.451388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.452777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.454166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.455555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.456944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.458333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.459722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.461111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.462500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.463888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.465277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.466666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.468055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.469444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.470833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.472222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.473611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.475000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.476388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.477777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.479166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.480555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.481944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.483333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.484722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.486111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.487500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.488888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.490277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.491666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.493055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.494444444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.495833333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.497222222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.498611111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.500000000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.501388889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.502777778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.504166667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.505555556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.506944444           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.508333333           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.509722222           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.511111111           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.512500000           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.513888889           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.515277778           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.516666667           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
           0.518055556           0.000000000       0.000000000       0.000000000       0.000000000       0.000000000
